drg,drgnum,drgweight,drgdesc,drgsys,drgvers,glos,trim,low,alos,postacute,specialpay,mdc,medsurg,fydate,fyear,mdcdesc
415,415,2.0728,415: CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,MS-DRG,30,6,0,,6.900000095,Yes,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
416,416,1.3354,416: CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,MS-DRG,30,3.700000048,0,,4.400000095,Yes,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
417,417,2.5189,417: LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,MS-DRG,30,6.099999905,0,,7.699999809,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
418,418,1.7007,418: LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,MS-DRG,30,4.199999809,0,,5.099999905,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
419,419,1.205,419: LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,MS-DRG,30,2.5,0,,3,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
420,420,3.8509,420: HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,MS-DRG,30,8.699999809,0,,12.30000019,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
421,421,1.7381,421: HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,MS-DRG,30,4.599999905,0,,6.199999809,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
422,422,1.3006,422: HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,MS-DRG,30,3.200000048,0,,4,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
423,423,4.3308,423: OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,MS-DRG,30,10.19999981,0,,13.60000038,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
424,424,2.4081,424: OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,MS-DRG,30,6.300000191,0,,8.300000191,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
425,425,1.5756,425: OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC,MS-DRG,30,3.799999952,0,,4.900000095,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
426,426,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
427,427,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
428,428,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
429,429,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
430,430,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
431,431,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
432,432,1.6792,432: CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,MS-DRG,30,4.800000191,0,,6.300000191,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
433,433,0.9316,433: CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,MS-DRG,30,3.400000095,0,,4.199999809,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
434,434,0.6343,434: CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,MS-DRG,30,2.599999905,0,,3.200000048,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
435,435,1.7816,435: MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,MS-DRG,30,5.400000095,0,,7.099999905,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
436,436,1.1934,436: MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,MS-DRG,30,4,0,,5.199999809,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
437,437,0.9537,437: MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,MS-DRG,30,2.799999952,0,,3.599999905,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
438,438,1.7844,438: DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,MS-DRG,30,5.300000191,0,,7.199999809,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
439,439,0.9603,439: DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,MS-DRG,30,3.700000048,0,,4.599999905,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
440,440,0.679,440: DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,MS-DRG,30,2.799999952,0,,3.299999952,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
441,441,1.8767,"441: DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",MS-DRG,30,5.099999905,0,,7,Yes,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
442,442,0.9545,"442: DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC",MS-DRG,30,3.5,0,,4.400000095,Yes,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
443,443,0.6473,"443: DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC",MS-DRG,30,2.599999905,0,,3.200000048,Yes,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
444,444,1.6039,444: DISORDERS OF THE BILIARY TRACT W MCC,MS-DRG,30,4.699999809,0,,6.199999809,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
445,445,1.072,445: DISORDERS OF THE BILIARY TRACT W CC,MS-DRG,30,3.5,0,,4.300000191,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
446,446,0.7583,446: DISORDERS OF THE BILIARY TRACT W/O CC/MCC,MS-DRG,30,2.400000095,0,,3,No,No,7,MED,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
447,447,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
448,448,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
449,449,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
450,450,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
451,451,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
452,452,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
453,453,10.5952,453: COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,MS-DRG,30,10.10000038,0,,12.60000038,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
454,454,7.7979,454: COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,MS-DRG,30,5.300000191,0,,6.300000191,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
455,455,5.8705,455: COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,MS-DRG,30,3.099999905,0,,3.599999905,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
456,456,9.5204,456: SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC,MS-DRG,30,10.60000038,0,,13.10000038,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
457,457,6.4171,457: SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W CC,MS-DRG,30,5.599999905,0,,6.5,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
458,458,4.9491,458: SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC,MS-DRG,30,3.299999952,0,,3.700000048,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
459,459,6.539,459: SPINAL FUSION EXCEPT CERVICAL W MCC,MS-DRG,30,7.300000191,0,,9.100000381,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
460,460,3.8783,460: SPINAL FUSION EXCEPT CERVICAL W/O MCC,MS-DRG,30,3.099999905,0,,3.599999905,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
461,461,4.9062,461: BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,MS-DRG,30,6.400000095,0,,7.699999809,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
462,462,3.3745,462: BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,MS-DRG,30,3.5,0,,3.799999952,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
463,463,5.4443,"463: WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",MS-DRG,30,10.89999962,0,,15.10000038,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
464,464,2.9406,"464: WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",MS-DRG,30,6.5,0,,8.199999809,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
465,465,1.8802,"465: WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",MS-DRG,30,3.900000095,0,,5,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
466,466,5.0078,466: REVISION OF HIP OR KNEE REPLACEMENT W MCC,MS-DRG,30,7,0,,8.699999809,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
467,467,3.2516,467: REVISION OF HIP OR KNEE REPLACEMENT W CC,MS-DRG,30,4.099999905,0,,4.599999905,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
468,468,2.607,468: REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,MS-DRG,30,3.099999905,0,,3.299999952,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
469,469,3.4196,469: MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,MS-DRG,30,6.400000095,0,,7.599999905,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
470,470,2.0953,470: MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,MS-DRG,30,3.200000048,0,,3.5,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
471,471,4.7075,471: CERVICAL SPINAL FUSION W MCC,MS-DRG,30,6.5,0,,9,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
472,472,2.8041,472: CERVICAL SPINAL FUSION W CC,MS-DRG,30,2.5,0,,3.599999905,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
473,473,2.1254,473: CERVICAL SPINAL FUSION W/O CC/MCC,MS-DRG,30,1.5,0,,1.799999952,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
474,474,3.5676,474: AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,MS-DRG,30,8.899999619,0,,11.60000038,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
475,475,2.0071,475: AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,MS-DRG,30,5.900000095,0,,7.400000095,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
476,476,1.0171,476: AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,MS-DRG,30,3,0,,3.900000095,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
477,477,3.2681,477: BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,MS-DRG,30,8.899999619,0,,11,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
478,478,2.2663,478: BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,MS-DRG,30,5.5,0,,6.800000191,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
479,479,1.6922,479: BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,MS-DRG,30,3.200000048,0,,4.099999905,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
480,480,3.0367,480: HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,MS-DRG,30,7.199999809,0,,8.5,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
481,481,1.9345,481: HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,MS-DRG,30,4.900000095,0,,5.300000191,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
482,482,1.566,482: HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MS-DRG,30,4,0,,4.300000191,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
483,483,2.5314,483: MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,MS-DRG,30,2.900000095,0,,3.5,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
484,484,2.095,484: MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,MS-DRG,30,1.899999976,0,,2.099999905,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
485,485,3.0583,485: KNEE PROCEDURES W PDX OF INFECTION W MCC,MS-DRG,30,8.600000381,0,,10.30000019,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
486,486,2.0808,486: KNEE PROCEDURES W PDX OF INFECTION W CC,MS-DRG,30,5.800000191,0,,6.800000191,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
487,487,1.4863,487: KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,MS-DRG,30,4.199999809,0,,4.900000095,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
488,488,1.6865,488: KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,MS-DRG,30,3.5,0,,4.300000191,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
489,489,1.2486,489: KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,MS-DRG,30,2.400000095,0,,2.799999952,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
490,490,1.8154,490: BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM,MS-DRG,30,3.200000048,0,,4.5,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
491,491,1.0354,491: BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MS-DRG,30,1.700000048,0,,2.099999905,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
492,492,3.1039,"492: LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC",MS-DRG,30,6.699999809,0,,8.300000191,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
493,493,1.931,"493: LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",MS-DRG,30,4,0,,4.800000191,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
494,494,1.3938,"494: LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",MS-DRG,30,2.599999905,0,,3.099999905,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
495,495,2.9977,495: LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,MS-DRG,30,7.5,0,,9.800000191,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
496,496,1.6306,496: LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,MS-DRG,30,4,0,,5.199999809,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
497,497,1.1202,497: LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,MS-DRG,30,2,0,,2.5,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
498,498,2.1304,498: LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,MS-DRG,30,5.300000191,0,,7.199999809,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
499,499,1.0106,499: LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,MS-DRG,30,2.099999905,0,,2.599999905,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
500,500,3.1368,500: SOFT TISSUE PROCEDURES W MCC,MS-DRG,30,7.800000191,0,,10.19999981,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
501,501,1.594,501: SOFT TISSUE PROCEDURES W CC,MS-DRG,30,4.5,0,,5.699999809,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
502,502,1.067,502: SOFT TISSUE PROCEDURES W/O CC/MCC,MS-DRG,30,2.400000095,0,,2.900000095,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
503,503,2.3006,503: FOOT PROCEDURES W MCC,MS-DRG,30,6.800000191,0,,8.699999809,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
504,504,1.5641,504: FOOT PROCEDURES W CC,MS-DRG,30,4.800000191,0,,5.900000095,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
505,505,1.1478,505: FOOT PROCEDURES W/O CC/MCC,MS-DRG,30,2.599999905,0,,3.200000048,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
506,506,1.3003,506: MAJOR THUMB OR JOINT PROCEDURES,MS-DRG,30,3,0,,4,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
507,507,1.8689,507: MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC,MS-DRG,30,4,0,,5.599999905,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
508,508,1.2071,508: MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC,MS-DRG,30,1.799999952,0,,2.200000048,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
509,509,1.3494,509: ARTHROSCOPY,MS-DRG,30,2.599999905,0,,3.700000048,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
510,510,2.2963,"510: SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC",MS-DRG,30,5,0,,6.300000191,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
511,511,1.5222,"511: SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC",MS-DRG,30,3.200000048,0,,3.799999952,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
512,512,1.1201,"512: SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC",MS-DRG,30,1.899999976,0,,2.200000048,Yes,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
513,513,1.3409,"513: HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC",MS-DRG,30,3.599999905,0,,4.800000191,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
514,514,0.8655,"514: HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC",MS-DRG,30,2.099999905,0,,2.599999905,No,No,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
515,515,3.2831,515: OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,MS-DRG,30,7.699999809,0,,9.699999809,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
516,516,1.9744,516: OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,MS-DRG,30,4.599999905,0,,5.599999905,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
517,517,1.5767,517: OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,MS-DRG,30,2.799999952,0,,3.5,Yes,Yes,8,SURG,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
518,518,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
519,519,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
520,520,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
521,521,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
522,522,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
523,523,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
524,524,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
525,525,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
526,526,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
527,527,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
528,528,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
529,529,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
530,530,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
531,531,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
532,532,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
533,533,1.4725,533: FRACTURES OF FEMUR W MCC,MS-DRG,30,4.5,0,,6.099999905,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
534,534,0.7366,534: FRACTURES OF FEMUR W/O MCC,MS-DRG,30,3,0,,3.700000048,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
535,535,1.279,535: FRACTURES OF HIP & PELVIS W MCC,MS-DRG,30,4.199999809,0,,5.400000095,Yes,No,8,MED,10/1/2012,2013,8: DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE
